Projection # 1 - Tilt angle: 30.13
Radius	s(1/A)	Res(A)	NLOO2D
418	0.00417	  239.529	  0.2577
419	0.00418	  238.958	  0.2488
420	0.00419	  238.389	  0.2582
421	0.00420	  237.822	  0.2677
422	0.00421	  237.259	  0.2763
423	0.00422	  236.698	  0.2824
424	0.00423	  236.140	  0.2724
425	0.00424	  235.584	  0.2762
426	0.00425	  235.031	  0.2794
427	0.00426	  234.481	  0.2657
428	0.00427	  233.933	  0.2711
429	0.00428	  233.387	  0.2673
430	0.00429	  232.845	  0.2555
431	0.00430	  232.304	  0.2580
432	0.00431	  231.767	  0.2465
433	0.00432	  231.231	  0.2452
434	0.00433	  230.699	  0.2388
435	0.00434	  230.168	  0.2453
436	0.00435	  229.640	  0.2568
437	0.00436	  229.115	  0.2486
438	0.00437	  228.592	  0.2622
439	0.00438	  228.071	  0.2752
440	0.00439	  227.553	  0.2433
441	0.00440	  227.037	  0.2139
442	0.00441	  226.523	  0.2017
443	0.00442	  226.012	  0.2097
444	0.00443	  225.503	  0.2128
445	0.00444	  224.996	  0.2114
446	0.00445	  224.492	  0.2475
447	0.00446	  223.989	  0.2468
448	0.00447	  223.489	  0.2271
449	0.00448	  222.992	  0.2138
450	0.00449	  222.496	  0.2094
451	0.00450	  222.003	  0.2150
452	0.00451	  221.512	  0.2204
453	0.00452	  221.023	  0.2334
454	0.00453	  220.536	  0.2231
455	0.00454	  220.051	  0.2133
456	0.00455	  219.568	  0.2211
457	0.00456	  219.088	  0.2131
458	0.00457	  218.610	  0.2169
459	0.00458	  218.133	  0.2164
460	0.00459	  217.659	  0.1928
461	0.00460	  217.187	  0.1920
462	0.00461	  216.717	  0.1997
463	0.00462	  216.249	  0.2101
464	0.00463	  215.783	  0.1860
465	0.00464	  215.319	  0.1602
466	0.00465	  214.857	  0.1944
467	0.00466	  214.397	  0.2191
468	0.00467	  213.938	  0.1940
469	0.00468	  213.482	  0.1879
470	0.00469	  213.028	  0.1808
471	0.00470	  212.576	  0.1640
472	0.00471	  212.125	  0.1852
473	0.00472	  211.677	  0.2083
474	0.00473	  211.230	  0.1996
475	0.00474	  210.786	  0.1799
476	0.00475	  210.343	  0.1851
477	0.00476	  209.902	  0.1860
478	0.00477	  209.463	  0.1738
479	0.00478	  209.025	  0.1702
480	0.00479	  208.590	  0.1791
481	0.00480	  208.156	  0.1754
482	0.00481	  207.724	  0.1925
483	0.00482	  207.294	  0.1907
484	0.00483	  206.866	  0.1565
485	0.00484	  206.440	  0.1845
486	0.00485	  206.015	  0.2083
487	0.00486	  205.592	  0.1946
488	0.00487	  205.170	  0.1597
489	0.00488	  204.751	  0.1410
490	0.00489	  204.333	  0.1747
491	0.00490	  203.917	  0.1462
492	0.00491	  203.502	  0.1333
493	0.00492	  203.090	  0.1486
494	0.00493	  202.679	  0.1422
495	0.00494	  202.269	  0.1501
496	0.00495	  201.861	  0.1431
497	0.00496	  201.455	  0.1363
498	0.00497	  201.051	  0.1586
499	0.00498	  200.648	  0.1685
500	0.00499	  200.246	  0.1378
501	0.00500	  199.847	  0.1256
502	0.00501	  199.449	  0.1436
503	0.00502	  199.052	  0.1643
504	0.00503	  198.657	  0.1776
505	0.00504	  198.264	  0.1647
506	0.00505	  197.872	  0.1490
507	0.00506	  197.482	  0.1514
508	0.00507	  197.093	  0.1654
509	0.00508	  196.706	  0.1565
510	0.00509	  196.320	  0.1217
511	0.00510	  195.936	  0.1150
512	0.00511	  195.553	  0.1286
513	0.00512	  195.172	  0.1430
514	0.00513	  194.792	  0.1526
515	0.00514	  194.414	  0.1505
516	0.00515	  194.037	  0.1393
517	0.00516	  193.662	  0.1207
518	0.00517	  193.288	  0.1298
519	0.00518	  192.916	  0.1322
520	0.00519	  192.545	  0.1238
521	0.00520	  192.175	  0.1343
522	0.00521	  191.807	  0.1343
523	0.00522	  191.440	  0.1482
524	0.00523	  191.075	  0.1224
525	0.00524	  190.711	  0.1082
526	0.00525	  190.348	  0.1224
527	0.00526	  189.987	  0.0936
528	0.00527	  189.627	  0.0980
529	0.00528	  189.269	  0.1217
530	0.00529	  188.912	  0.1221
531	0.00530	  188.556	  0.1337
532	0.00531	  188.202	  0.1388
533	0.00532	  187.848	  0.1209
534	0.00533	  187.497	  0.1179
535	0.00534	  187.146	  0.1290
536	0.00535	  186.797	  0.1327
537	0.00536	  186.449	  0.1333
538	0.00537	  186.103	  0.1071
539	0.00538	  185.757	  0.0984
540	0.00539	  185.413	  0.1014
541	0.00540	  185.071	  0.1052
542	0.00541	  184.729	  0.1231
543	0.00542	  184.389	  0.1072
544	0.00543	  184.050	  0.0978
545	0.00544	  183.712	  0.1215
546	0.00545	  183.376	  0.1212
547	0.00546	  183.041	  0.1024
548	0.00547	  182.707	  0.0995
549	0.00548	  182.374	  0.1151
550	0.00549	  182.042	  0.1173
551	0.00550	  181.712	  0.1158
552	0.00551	  181.383	  0.1156
553	0.00552	  181.055	  0.1208
554	0.00553	  180.728	  0.1147
555	0.00554	  180.402	  0.0884
556	0.00555	  180.078	  0.0936
557	0.00556	  179.754	  0.0905
558	0.00557	  179.432	  0.0897
559	0.00558	  179.111	  0.1148
560	0.00559	  178.791	  0.0992
561	0.00560	  178.473	  0.0864
562	0.00561	  178.155	  0.0936
563	0.00562	  177.839	  0.0937
564	0.00563	  177.523	  0.0992
565	0.00564	  177.209	  0.0845
566	0.00565	  176.896	  0.0888
567	0.00566	  176.584	  0.1070
568	0.00567	  176.273	  0.1064
569	0.00568	  175.963	  0.0943
570	0.00569	  175.655	  0.1044
571	0.00570	  175.347	  0.1124
572	0.00571	  175.041	  0.0862
573	0.00572	  174.735	  0.0724
574	0.00573	  174.431	  0.0756
575	0.00574	  174.127	  0.0868
576	0.00575	  173.825	  0.0819
577	0.00576	  173.524	  0.0879
578	0.00577	  173.224	  0.1035
579	0.00578	  172.924	  0.0885
580	0.00579	  172.626	  0.0764
581	0.00580	  172.329	  0.0862
582	0.00581	  172.033	  0.0827
583	0.00582	  171.738	  0.0766
584	0.00583	  171.444	  0.0862
585	0.00584	  171.151	  0.0707
586	0.00585	  170.859	  0.0571
587	0.00586	  170.568	  0.0675
588	0.00587	  170.278	  0.0643
589	0.00588	  169.988	  0.0563
590	0.00589	  169.700	  0.0726
591	0.00590	  169.413	  0.0778
592	0.00591	  169.127	  0.0626
593	0.00592	  168.842	  0.0731
594	0.00593	  168.558	  0.0849
595	0.00594	  168.274	  0.0757
596	0.00595	  167.992	  0.0768
597	0.00596	  167.711	  0.0684
598	0.00597	  167.430	  0.0513
599	0.00598	  167.151	  0.0661
600	0.00599	  166.872	  0.0689
601	0.00600	  166.594	  0.0728
602	0.00601	  166.318	  0.0915
603	0.00602	  166.042	  0.0716
604	0.00603	  165.767	  0.0561
605	0.00604	  165.493	  0.0600
606	0.00605	  165.220	  0.0524
607	0.00606	  164.948	  0.0487
608	0.00607	  164.676	  0.0532
609	0.00608	  164.406	  0.0599
610	0.00609	  164.136	  0.0819
611	0.00610	  163.868	  0.0966
612	0.00611	  163.600	  0.0688
613	0.00612	  163.333	  0.0604
614	0.00613	  163.067	  0.0616
615	0.00614	  162.802	  0.0661
616	0.00615	  162.538	  0.0708
617	0.00616	  162.274	  0.0618
618	0.00617	  162.012	  0.0543
619	0.00618	  161.750	  0.0568
620	0.00619	  161.489	  0.0736
621	0.00620	  161.229	  0.0499
622	0.00621	  160.970	  0.0470
623	0.00622	  160.711	  0.0625
624	0.00623	  160.454	  0.0557
625	0.00624	  160.197	  0.0603
626	0.00625	  159.941	  0.0773
627	0.00626	  159.686	  0.0919
628	0.00627	  159.432	  0.0778
629	0.00628	  159.178	  0.0622
630	0.00629	  158.926	  0.0703
631	0.00630	  158.674	  0.0681
632	0.00631	  158.423	  0.0572
633	0.00632	  158.173	  0.0568
634	0.00633	  157.923	  0.0595
635	0.00634	  157.674	  0.0506
636	0.00635	  157.426	  0.0377
637	0.00636	  157.179	  0.0468
638	0.00637	  156.933	  0.0617
639	0.00638	  156.687	  0.0662
640	0.00639	  156.443	  0.0724
641	0.00640	  156.198	  0.0777
642	0.00641	  155.955	  0.0593
643	0.00642	  155.713	  0.0344
644	0.00643	  155.471	  0.0574
645	0.00644	  155.230	  0.0535
646	0.00645	  154.989	  0.0414
647	0.00646	  154.750	  0.0638
648	0.00647	  154.511	  0.0544
649	0.00648	  154.273	  0.0412
650	0.00649	  154.036	  0.0419
651	0.00650	  153.799	  0.0617
652	0.00651	  153.563	  0.0577
653	0.00652	  153.328	  0.0415
654	0.00653	  153.094	  0.0581
655	0.00654	  152.860	  0.0439
656	0.00655	  152.627	  0.0176
657	0.00656	  152.395	  0.0346
658	0.00657	  152.163	  0.0554
659	0.00658	  151.932	  0.0530
660	0.00659	  151.702	  0.0456
661	0.00660	  151.472	  0.0533
662	0.00661	  151.244	  0.0505
663	0.00662	  151.015	  0.0495
664	0.00663	  150.788	  0.0684
665	0.00664	  150.561	  0.0705
666	0.00665	  150.335	  0.0607
667	0.00666	  150.110	  0.0518
668	0.00667	  149.885	  0.0381
669	0.00668	  149.661	  0.0433
670	0.00669	  149.438	  0.0598
671	0.00670	  149.215	  0.0519
672	0.00671	  148.993	  0.0454
673	0.00672	  148.771	  0.0316
674	0.00673	  148.551	  0.0219
675	0.00674	  148.331	  0.0323
676	0.00675	  148.111	  0.0339
677	0.00676	  147.892	  0.0164
678	0.00677	  147.674	  0.0368
679	0.00678	  147.457	  0.0525
680	0.00679	  147.240	  0.0383
681	0.00680	  147.024	  0.0398
682	0.00681	  146.808	  0.0326
683	0.00682	  146.593	  0.0304
684	0.00683	  146.379	  0.0381
685	0.00684	  146.165	  0.0482
686	0.00685	  145.952	  0.0502
687	0.00686	  145.740	  0.0415
688	0.00687	  145.528	  0.0459
689	0.00688	  145.317	  0.0392
690	0.00689	  145.106	  0.0350
691	0.00690	  144.896	  0.0398
692	0.00691	  144.687	  0.0507
693	0.00692	  144.478	  0.0537
694	0.00693	  144.270	  0.0439
695	0.00694	  144.062	  0.0299
696	0.00695	  143.855	  0.0175
697	0.00696	  143.649	  0.0358
698	0.00697	  143.443	  0.0439
699	0.00698	  143.238	  0.0586
700	0.00699	  143.033	  0.0641
701	0.00700	  142.829	  0.0447
702	0.00701	  142.626	  0.0385
703	0.00702	  142.423	  0.0423
704	0.00703	  142.220	  0.0379
705	0.00704	  142.019	  0.0209
706	0.00705	  141.818	  0.0159
707	0.00706	  141.617	  0.0407
708	0.00707	  141.417	  0.0395
709	0.00708	  141.217	  0.0282
710	0.00709	  141.019	  0.0385
711	0.00710	  140.820	  0.0390
712	0.00711	  140.622	  0.0259
713	0.00712	  140.425	  0.0099
714	0.00713	  140.229	  0.0123
715	0.00714	  140.032	  0.0296
716	0.00715	  139.837	  0.0406
717	0.00716	  139.642	  0.0311
718	0.00717	  139.447	  0.0424
719	0.00718	  139.253	  0.0334
720	0.00719	  139.060	  0.0057
721	0.00720	  138.867	  0.0199
722	0.00721	  138.675	  0.0322
723	0.00722	  138.483	  0.0278
724	0.00723	  138.292	  0.0359
725	0.00724	  138.101	  0.0468
726	0.00725	  137.911	  0.0370
727	0.00726	  137.721	  0.0129
728	0.00727	  137.532	  0.0203
729	0.00728	  137.343	  0.0386
730	0.00729	  137.155	  0.0328
731	0.00730	  136.967	  0.0406
732	0.00731	  136.780	  0.0405
733	0.00732	  136.594	  0.0246
734	0.00733	  136.408	  0.0127
735	0.00734	  136.222	  0.0251
736	0.00735	  136.037	  0.0317
737	0.00736	  135.852	  0.0354
738	0.00737	  135.668	  0.0158
739	0.00738	  135.485	  0.0092
740	0.00739	  135.302	  0.0366
741	0.00740	  135.119	  0.0280
742	0.00741	  134.937	  0.0192
743	0.00742	  134.755	  0.0493
744	0.00743	  134.574	  0.0487
745	0.00744	  134.394	  0.0140
746	0.00745	  134.213	  0.0291
747	0.00746	  134.034	  0.0438
748	0.00747	  133.855	  0.0280
749	0.00748	  133.676	  0.0204
750	0.00749	  133.498	  0.0239
Projection # 38 - Tilt angle: -25.41
Radius	s(1/A)	Res(A)	NLOO2D
0	0.00000	1001232.062	  1.0000
1	0.00001	100123.203	  1.0000
2	0.00002	50061.602	  0.9992
3	0.00003	33374.402	  0.9997
4	0.00004	25030.801	  0.9997
5	0.00005	20024.641	  1.0000
6	0.00006	16687.201	  1.0000
7	0.00007	14303.315	  1.0000
8	0.00008	12515.400	  1.0000
9	0.00009	11124.801	  1.0000
10	0.00010	10012.320	  1.0000
11	0.00011	 9102.109	  1.0000
12	0.00012	 8343.601	  0.9999
13	0.00013	 7701.785	  0.9999
14	0.00014	 7151.658	  0.9999
15	0.00015	 6674.880	  0.9999
16	0.00016	 6257.700	  1.0000
17	0.00017	 5889.600	  0.9999
18	0.00018	 5562.400	  0.9999
19	0.00019	 5269.642	  0.9998
20	0.00020	 5006.160	  0.9998
21	0.00021	 4767.771	  1.0000
22	0.00022	 4551.055	  0.9998
23	0.00023	 4353.183	  0.9997
24	0.00024	 4171.800	  0.9998
25	0.00025	 4004.928	  0.9996
26	0.00026	 3850.893	  0.9998
27	0.00027	 3708.267	  0.9998
28	0.00028	 3575.829	  0.9996
29	0.00029	 3452.524	  0.9997
30	0.00030	 3337.440	  0.9999
31	0.00031	 3229.781	  0.9998
32	0.00032	 3128.850	  0.9997
33	0.00033	 3034.037	  0.9998
34	0.00034	 2944.800	  0.9997
35	0.00035	 2860.663	  0.9995
36	0.00036	 2781.200	  0.9993
37	0.00037	 2706.032	  0.9991
38	0.00038	 2634.821	  0.9992
39	0.00039	 2567.261	  0.9993
40	0.00040	 2503.080	  0.9990
41	0.00041	 2442.029	  0.9991
42	0.00042	 2383.886	  0.9994
43	0.00043	 2328.447	  0.9996
44	0.00044	 2275.527	  0.9995
45	0.00045	 2224.960	  0.9991
46	0.00046	 2176.591	  0.9992
47	0.00047	 2130.281	  0.9993
48	0.00048	 2085.900	  0.9993
49	0.00049	 2043.331	  0.9996
50	0.00050	 2002.464	  0.9993
51	0.00051	 1963.200	  0.9989
52	0.00052	 1925.446	  0.9990
53	0.00053	 1889.117	  0.9988
54	0.00054	 1854.133	  0.9983
55	0.00055	 1820.422	  0.9984
56	0.00056	 1787.914	  0.9985
57	0.00057	 1756.547	  0.9982
58	0.00058	 1726.262	  0.9983
59	0.00059	 1697.003	  0.9980
60	0.00060	 1668.720	  0.9979
61	0.00061	 1641.364	  0.9983
62	0.00062	 1614.890	  0.9983
63	0.00063	 1589.257	  0.9982
64	0.00064	 1564.425	  0.9978
65	0.00065	 1540.357	  0.9982
66	0.00066	 1517.018	  0.9983
67	0.00067	 1494.376	  0.9976
68	0.00068	 1472.400	  0.9976
69	0.00069	 1451.061	  0.9971
70	0.00070	 1430.332	  0.9971
71	0.00071	 1410.186	  0.9975
72	0.00072	 1390.600	  0.9969
73	0.00073	 1371.551	  0.9968
74	0.00074	 1353.016	  0.9968
75	0.00075	 1334.976	  0.9969
76	0.00076	 1317.411	  0.9966
77	0.00077	 1300.301	  0.9964
78	0.00078	 1283.631	  0.9969
79	0.00079	 1267.382	  0.9969
80	0.00080	 1251.540	  0.9965
81	0.00081	 1236.089	  0.9953
82	0.00082	 1221.015	  0.9952
83	0.00083	 1206.304	  0.9956
84	0.00084	 1191.943	  0.9942
85	0.00085	 1177.920	  0.9942
86	0.00086	 1164.223	  0.9949
87	0.00087	 1150.841	  0.9945
88	0.00088	 1137.764	  0.9945
89	0.00089	 1124.980	  0.9946
90	0.00090	 1112.480	  0.9943
91	0.00091	 1100.255	  0.9944
92	0.00092	 1088.296	  0.9936
93	0.00093	 1076.594	  0.9926
94	0.00094	 1065.141	  0.9926
95	0.00095	 1053.928	  0.9918
96	0.00096	 1042.950	  0.9902
97	0.00097	 1032.198	  0.9902
98	0.00098	 1021.665	  0.9914
99	0.00099	 1011.345	  0.9908
100	0.00100	 1001.232	  0.9909
101	0.00101	  991.319	  0.9914
102	0.00102	  981.600	  0.9914
103	0.00103	  972.070	  0.9905
104	0.00104	  962.723	  0.9896
105	0.00105	  953.554	  0.9895
106	0.00106	  944.559	  0.9883
107	0.00107	  935.731	  0.9880
108	0.00108	  927.067	  0.9885
109	0.00109	  918.562	  0.9884
110	0.00110	  910.211	  0.9891
111	0.00111	  902.011	  0.9900
112	0.00112	  893.957	  0.9884
113	0.00113	  886.046	  0.9858
114	0.00114	  878.274	  0.9853
115	0.00115	  870.637	  0.9868
116	0.00116	  863.131	  0.9862
117	0.00117	  855.754	  0.9850
118	0.00118	  848.502	  0.9843
119	0.00119	  841.371	  0.9829
120	0.00120	  834.360	  0.9810
121	0.00121	  827.464	  0.9836
122	0.00122	  820.682	  0.9832
123	0.00123	  814.010	  0.9805
124	0.00124	  807.445	  0.9806
125	0.00125	  800.986	  0.9790
126	0.00126	  794.629	  0.9790
127	0.00127	  788.372	  0.9776
128	0.00128	  782.213	  0.9767
129	0.00129	  776.149	  0.9790
130	0.00130	  770.178	  0.9791
131	0.00131	  764.299	  0.9778
132	0.00132	  758.509	  0.9781
133	0.00133	  752.806	  0.9767
134	0.00134	  747.188	  0.9742
135	0.00135	  741.653	  0.9741
136	0.00136	  736.200	  0.9765
137	0.00137	  730.826	  0.9762
138	0.00138	  725.530	  0.9729
139	0.00139	  720.311	  0.9732
140	0.00140	  715.166	  0.9727
141	0.00141	  710.094	  0.9719
142	0.00142	  705.093	  0.9716
143	0.00143	  700.162	  0.9671
144	0.00144	  695.300	  0.9674
145	0.00145	  690.505	  0.9694
146	0.00146	  685.775	  0.9662
147	0.00147	  681.110	  0.9660
148	0.00148	  676.508	  0.9661
149	0.00149	  671.968	  0.9647
150	0.00150	  667.488	  0.9649
151	0.00151	  663.068	  0.9644
152	0.00152	  658.705	  0.9617
153	0.00153	  654.400	  0.9579
154	0.00154	  650.151	  0.9536
155	0.00155	  645.956	  0.9519
156	0.00156	  641.815	  0.9533
157	0.00157	  637.727	  0.9554
158	0.00158	  633.691	  0.9545
159	0.00159	  629.706	  0.9540
160	0.00160	  625.770	  0.9556
161	0.00161	  621.883	  0.9555
162	0.00162	  618.044	  0.9506
163	0.00163	  614.253	  0.9472
164	0.00164	  610.507	  0.9458
165	0.00165	  606.807	  0.9473
166	0.00166	  603.152	  0.9490
167	0.00167	  599.540	  0.9410
168	0.00168	  595.971	  0.9379
169	0.00169	  592.445	  0.9361
170	0.00170	  588.960	  0.9354
171	0.00171	  585.516	  0.9333
172	0.00172	  582.112	  0.9255
173	0.00173	  578.747	  0.9240
174	0.00174	  575.421	  0.9233
175	0.00175	  572.133	  0.9264
176	0.00176	  568.882	  0.9281
177	0.00177	  565.668	  0.9201
178	0.00178	  562.490	  0.9148
179	0.00179	  559.347	  0.9161
180	0.00180	  556.240	  0.9194
181	0.00181	  553.167	  0.9169
182	0.00182	  550.128	  0.9177
183	0.00183	  547.121	  0.9093
184	0.00184	  544.148	  0.8979
185	0.00185	  541.207	  0.9081
186	0.00186	  538.297	  0.9070
187	0.00187	  535.418	  0.8971
188	0.00188	  532.570	  0.8935
189	0.00189	  529.752	  0.8938
190	0.00190	  526.964	  0.9006
191	0.00191	  524.205	  0.8929
192	0.00192	  521.475	  0.8831
193	0.00193	  518.773	  0.8882
194	0.00194	  516.099	  0.8903
195	0.00195	  513.452	  0.8881
196	0.00196	  510.833	  0.8786
197	0.00197	  508.240	  0.8733
198	0.00198	  505.673	  0.8772
199	0.00199	  503.132	  0.8744
200	0.00200	  500.616	  0.8701
201	0.00201	  498.125	  0.8724
202	0.00202	  495.659	  0.8591
203	0.00203	  493.218	  0.8573
204	0.00204	  490.800	  0.8640
205	0.00205	  488.406	  0.8635
206	0.00206	  486.035	  0.8618
207	0.00207	  483.687	  0.8559
208	0.00208	  481.362	  0.8461
209	0.00209	  479.058	  0.8478
210	0.00210	  476.777	  0.8515
211	0.00211	  474.518	  0.8407
212	0.00212	  472.279	  0.8424
213	0.00213	  470.062	  0.8401
214	0.00214	  467.865	  0.8399
215	0.00215	  465.689	  0.8343
216	0.00216	  463.533	  0.8225
217	0.00217	  461.397	  0.8267
218	0.00218	  459.281	  0.8134
219	0.00219	  457.184	  0.8112
220	0.00220	  455.105	  0.8183
221	0.00221	  453.046	  0.8198
222	0.00222	  451.005	  0.8109
223	0.00223	  448.983	  0.7978
224	0.00224	  446.979	  0.8117
225	0.00225	  444.992	  0.8147
226	0.00226	  443.023	  0.8071
227	0.00227	  441.071	  0.7916
228	0.00228	  439.137	  0.7803
229	0.00229	  437.219	  0.7876
230	0.00230	  435.318	  0.7815
231	0.00231	  433.434	  0.7880
232	0.00232	  431.566	  0.8006
233	0.00233	  429.713	  0.7965
234	0.00234	  427.877	  0.7794
235	0.00235	  426.056	  0.7699
236	0.00236	  424.251	  0.7786
237	0.00237	  422.461	  0.7674
238	0.00238	  420.686	  0.7605
239	0.00239	  418.926	  0.7601
240	0.00240	  417.180	  0.7607
241	0.00241	  415.449	  0.7587
242	0.00242	  413.732	  0.7504
243	0.00243	  412.030	  0.7516
244	0.00244	  410.341	  0.7470
245	0.00245	  408.666	  0.7242
246	0.00246	  407.005	  0.7175
247	0.00247	  405.357	  0.7269
248	0.00248	  403.723	  0.7286
249	0.00249	  402.101	  0.7321
250	0.00250	  400.493	  0.7351
251	0.00251	  398.897	  0.7293
252	0.00252	  397.314	  0.7279
253	0.00253	  395.744	  0.7431
254	0.00254	  394.186	  0.7308
255	0.00255	  392.640	  0.7125
256	0.00256	  391.106	  0.7075
257	0.00257	  389.584	  0.7137
258	0.00258	  388.074	  0.7098
259	0.00259	  386.576	  0.7039
260	0.00260	  385.089	  0.7136
261	0.00261	  383.614	  0.7078
262	0.00262	  382.150	  0.6986
263	0.00263	  380.697	  0.7016
264	0.00264	  379.255	  0.6887
265	0.00265	  377.823	  0.6721
266	0.00266	  376.403	  0.6765
267	0.00267	  374.993	  0.6799
268	0.00268	  373.594	  0.6848
269	0.00269	  372.205	  0.6818
270	0.00270	  370.827	  0.6908
271	0.00271	  369.458	  0.6852
272	0.00272	  368.100	  0.6510
273	0.00273	  366.752	  0.6464
274	0.00274	  365.413	  0.6440
275	0.00275	  364.084	  0.6297
276	0.00276	  362.765	  0.6468
277	0.00277	  361.456	  0.6604
278	0.00278	  360.155	  0.6658
279	0.00279	  358.865	  0.6633
280	0.00280	  357.583	  0.6223
281	0.00281	  356.310	  0.5946
282	0.00282	  355.047	  0.6078
283	0.00283	  353.792	  0.6247
284	0.00284	  352.546	  0.6170
285	0.00285	  351.310	  0.5945
286	0.00286	  350.081	  0.5995
287	0.00287	  348.861	  0.5994
288	0.00288	  347.650	  0.5912
289	0.00289	  346.447	  0.6081
290	0.00290	  345.252	  0.6188
291	0.00291	  344.066	  0.6101
292	0.00292	  342.888	  0.5957
293	0.00293	  341.717	  0.5798
294	0.00294	  340.555	  0.5780
295	0.00295	  339.401	  0.5840
296	0.00296	  338.254	  0.5817
297	0.00297	  337.115	  0.5622
298	0.00298	  335.984	  0.5627
299	0.00299	  334.860	  0.5718
300	0.00300	  333.744	  0.5681
301	0.00301	  332.635	  0.5701
302	0.00302	  331.534	  0.5526
303	0.00303	  330.440	  0.5427
304	0.00304	  329.353	  0.5577
305	0.00305	  328.273	  0.5525
306	0.00306	  327.200	  0.5393
307	0.00307	  326.134	  0.5381
308	0.00308	  325.075	  0.5337
309	0.00309	  324.023	  0.5389
310	0.00310	  322.978	  0.5341
311	0.00311	  321.940	  0.5107
312	0.00312	  320.908	  0.5133
313	0.00313	  319.882	  0.5262
314	0.00314	  318.864	  0.5062
315	0.00315	  317.851	  0.5025
316	0.00316	  316.846	  0.5250
317	0.00317	  315.846	  0.5164
318	0.00318	  314.853	  0.5058
319	0.00319	  313.866	  0.5189
320	0.00320	  312.885	  0.5062
321	0.00321	  311.910	  0.4863
322	0.00322	  310.942	  0.4846
323	0.00323	  309.979	  0.4933
324	0.00324	  309.022	  0.4867
325	0.00325	  308.071	  0.4875
326	0.00326	  307.126	  0.4734
327	0.00327	  306.187	  0.4448
328	0.00328	  305.254	  0.4518
329	0.00329	  304.326	  0.4627
330	0.00330	  303.404	  0.4732
331	0.00331	  302.487	  0.4825
332	0.00332	  301.576	  0.4765
333	0.00333	  300.670	  0.4696
334	0.00334	  299.770	  0.4619
335	0.00335	  298.875	  0.4629
336	0.00336	  297.986	  0.4677
337	0.00337	  297.102	  0.4616
338	0.00338	  296.223	  0.4549
339	0.00339	  295.349	  0.4462
340	0.00340	  294.480	  0.4331
341	0.00341	  293.616	  0.4315
342	0.00342	  292.758	  0.4390
343	0.00343	  291.904	  0.4156
344	0.00344	  291.056	  0.4019
345	0.00345	  290.212	  0.4028
346	0.00346	  289.373	  0.3959
347	0.00347	  288.539	  0.4233
348	0.00348	  287.710	  0.4297
349	0.00349	  286.886	  0.4055
350	0.00350	  286.066	  0.4059
351	0.00351	  285.251	  0.4238
352	0.00352	  284.441	  0.4226
353	0.00353	  283.635	  0.3880
354	0.00354	  282.834	  0.3673
355	0.00355	  282.037	  0.3519
356	0.00356	  281.245	  0.3517
357	0.00357	  280.457	  0.3501
358	0.00358	  279.674	  0.3773
359	0.00359	  278.895	  0.3956
360	0.00360	  278.120	  0.3667
361	0.00361	  277.350	  0.3808
362	0.00362	  276.583	  0.3873
363	0.00363	  275.822	  0.3664
364	0.00364	  275.064	  0.3636
365	0.00365	  274.310	  0.3626
366	0.00366	  273.561	  0.3585
367	0.00367	  272.815	  0.3518
368	0.00368	  272.074	  0.3539
369	0.00369	  271.337	  0.3656
370	0.00370	  270.603	  0.3516
371	0.00371	  269.874	  0.3478
372	0.00372	  269.148	  0.3664
373	0.00373	  268.427	  0.3584
374	0.00374	  267.709	  0.3397
375	0.00375	  266.995	  0.3512
376	0.00376	  266.285	  0.3528
377	0.00377	  265.579	  0.3308
378	0.00378	  264.876	  0.3179
379	0.00379	  264.177	  0.3264
380	0.00380	  263.482	  0.3356
381	0.00381	  262.791	  0.3382
382	0.00382	  262.103	  0.3332
383	0.00383	  261.418	  0.3340
384	0.00384	  260.738	  0.3487
385	0.00385	  260.060	  0.3265
386	0.00386	  259.387	  0.3101
387	0.00387	  258.716	  0.3182
388	0.00388	  258.049	  0.2914
389	0.00389	  257.386	  0.3011
390	0.00390	  256.726	  0.3119
391	0.00391	  256.070	  0.2912
392	0.00392	  255.416	  0.3005
393	0.00393	  254.766	  0.2878
394	0.00394	  254.120	  0.2911
395	0.00395	  253.476	  0.3134
396	0.00396	  252.836	  0.3079
397	0.00397	  252.200	  0.3118
398	0.00398	  251.566	  0.2846
399	0.00399	  250.935	  0.2847
400	0.00400	  250.308	  0.3063
401	0.00401	  249.684	  0.2948
402	0.00402	  249.063	  0.2992
403	0.00403	  248.445	  0.2844
404	0.00404	  247.830	  0.2672
405	0.00405	  247.218	  0.2797
406	0.00406	  246.609	  0.2770
407	0.00406	  246.003	  0.2660
408	0.00407	  245.400	  0.2715
409	0.00408	  244.800	  0.2744
410	0.00409	  244.203	  0.2698
411	0.00410	  243.609	  0.2530
412	0.00411	  243.018	  0.2297
413	0.00412	  242.429	  0.2410
414	0.00413	  241.843	  0.2563
415	0.00414	  241.261	  0.2422
416	0.00415	  240.681	  0.2471
417	0.00416	  240.104	  0.2633
418	0.00417	  239.529	  0.2543
419	0.00418	  238.958	  0.2317
420	0.00419	  238.389	  0.2340
421	0.00420	  237.822	  0.2427
422	0.00421	  237.259	  0.2412
423	0.00422	  236.698	  0.2459
424	0.00423	  236.140	  0.2685
425	0.00424	  235.584	  0.2547
426	0.00425	  235.031	  0.2302
427	0.00426	  234.481	  0.2317
428	0.00427	  233.933	  0.2436
429	0.00428	  233.387	  0.2427
430	0.00429	  232.845	  0.2336
431	0.00430	  232.304	  0.2279
432	0.00431	  231.767	  0.2216
433	0.00432	  231.231	  0.2271
